,PostalCode,Bedrooms,CheaperRent,MedianRent,HigherRent
959,2118,-1,580,640,724
960,2118,1,475,520,530
961,2118,2,580,620,650
962,2118,3,680,730,770
963,2118,4,790,873,950
964,2118,-1,650,750,874
965,2118,3,635,695,765
966,2118,4,770,868,938
967,2118,-1,680,720,830
968,2118,3,710,730,815
969,2118,-1,550,620,650
970,2118,1,500,525,540
971,2118,2,583,620,650
972,2118,3,710,750,760
973,2119,-1,608,800,1000
974,2119,2,535,685,723
975,2119,3,845,920,999
976,2119,4,1050,1250,1350
977,2119,-1,850,998,1200
978,2119,4,1000,1200,1388
979,2119,-1,550,688,760
980,2119,2,550,690,725
981,2120,-1,525,663,804
982,2120,1,353,445,510
983,2120,2,540,590,650
984,2120,3,685,750,790
985,2120,4,830,920,1250
986,2120,-1,671,785,928
987,2120,2,555,595,655
988,2120,3,685,740,805
989,2120,4,830,920,1250
990,2120,-1,480,510,590
991,2120,1,420,495,510
992,2120,2,533,590,628
993,2121,-1,600,700,780
994,2121,1,563,600,630
995,2121,2,665,710,755
996,2121,3,715,840,935
997,2121,4,850,1000,1200
998,2121,-1,650,825,993
999,2121,3,665,810,900
1000,2121,4,860,1050,1200
1001,2121,-1,803,870,955
1002,2121,-1,600,680,750
1003,2121,1,570,600,630
1004,2121,2,670,720,760
1005,2121,3,750,840,968
1006,2122,-1,550,670,800
1007,2122,1,398,500,583
1008,2122,2,550,610,690
1009,2122,3,723,790,850
1010,2122,4,865,1100,1300
1011,2122,-1,650,850,1100
1012,2122,3,725,795,888
1013,2122,4,885,1125,1300
1014,2122,-1,630,745,750
1015,2122,-1,620,700,800
1016,2122,2,600,635,673
1017,2122,3,763,800,850
1018,2122,-1,530,600,700
1019,2122,1,446,515,598
1020,2122,2,540,600,720
1021,2122,3,649,695,835
1022,2125,-1,480,775,1000
1023,2125,3,683,750,815
1024,2125,4,915,1100,1331
1025,2125,-1,833,950,1253
1026,2125,4,915,1100,1331
1027,2125,-1,210,221,480
1028,2126,-1,800,900,1050
1029,2126,3,788,850,880
1030,2126,4,915,1000,1100
1031,2126,-1,850,980,1050
1032,2126,4,915,1000,1100
1033,2126,-1,750,845,873
1034,2127,-1,650,720,800
1035,2127,1,600,630,650
1036,2127,2,730,780,820
1037,2127,3,900,950,1075
1038,2127,-1,840,910,970
1039,2127,-1,640,720,800
1040,2127,1,600,630,650
1041,2127,2,730,778,820
1042,2127,3,900,980,1100
1043,2128,-1,415,555,685
1044,2128,-1,383,460,593
1045,2130,-1,550,640,709
1046,2130,0,550,550,600
1047,2130,1,500,639,669
1048,2130,2,574,650,813
1049,2130,3,894,1050,1138
1050,2130,-1,560,650,975
1051,2130,-1,550,640,680
1052,2130,1,510,639,669
1053,2130,2,575,650,800
1054,2131,-1,500,600,700
1055,2131,1,420,475,550
1056,2131,2,550,600,689
1057,2131,3,700,800,878
1058,2131,4,938,1075,1250
1059,2131,-1,690,805,950
1060,2131,2,625,690,710
1061,2131,3,800,850,893
1062,2131,4,963,1075,1250
1063,2131,-1,230,270,505
1064,2131,-1,518,580,661
1065,2131,1,450,485,570
1066,2131,2,550,600,680
1067,2131,3,680,760,820
1068,2132,-1,571,698,915
1069,2132,1,325,475,578
1070,2132,2,560,640,700
1071,2132,4,1100,1200,1500
1072,2132,-1,643,900,1150
1073,2132,-1,551,628,715
1074,2132,2,569,645,700
1075,2133,-1,476,540,788
1076,2133,2,470,500,575
1077,2133,3,750,848,900
1078,2133,4,865,920,1150
1079,2133,-1,750,845,980
1080,2133,-1,450,490,520
1081,2133,2,455,490,525
1082,2134,-1,650,750,900
1083,2134,0,330,500,600
1084,2134,1,560,660,700
1085,2134,2,710,820,900
1086,2134,3,883,950,1125
1087,2134,4,898,1150,1300
1088,2134,-1,650,890,1000
1089,2134,4,895,1000,1268
1090,2134,-1,630,750,820
1091,2134,1,565,650,678
1092,2134,2,780,850,900
1093,2134,-1,650,750,891
1094,2134,0,330,500,600
1095,2134,1,580,680,700
1096,2134,2,700,830,900
1097,2134,3,900,998,1156
1098,2135,-1,540,678,780
1099,2135,0,330,330,450
1100,2135,1,450,520,580
1101,2135,2,620,700,750
1102,2135,3,800,880,965
1103,2135,4,1000,1225,1475
1104,2135,-1,880,1000,1350
1105,2135,3,873,935,1000
1106,2135,4,1025,1250,1525
1107,2135,-1,360,605,798
1108,2135,-1,500,650,730
1109,2135,0,330,330,458
1110,2135,1,459,530,578
1111,2135,2,625,700,750
1112,2135,3,756,860,920
1113,2136,-1,524,605,743
1114,2136,2,525,590,650
1115,2136,3,650,750,900
1116,2136,-1,780,865,925
1117,2136,-1,493,565,650
1118,2136,2,524,585,650
1119,2137,-1,650,800,1000
1120,2137,1,500,600,650
1121,2137,2,665,750,850
1122,2137,3,871,1000,1150
1123,2137,4,1271,1500,1600
1124,2137,-1,850,1000,1288
1125,2137,3,850,945,1063
1126,2137,4,1274,1500,1613
1127,2137,-1,650,770,1170
1128,2137,-1,620,720,943
1129,2137,1,550,600,650
1130,2137,2,680,750,850
1131,2137,3,915,1050,1200
1132,2138,-1,700,800,900
1133,2138,1,650,680,720
1134,2138,2,780,820,900
1135,2138,3,870,990,1200
1136,2138,-1,756,825,950
1137,2138,-1,700,795,900
1138,2138,1,650,680,720
1139,2138,2,780,828,900
1140,2138,3,938,1150,1250
1141,2140,-1,580,650,720
1142,2140,1,498,548,580
1143,2140,2,600,660,700
1144,2140,3,730,820,875
1145,2140,-1,620,680,800
1146,2140,2,628,680,715
1147,2140,-1,585,640,690
1148,2140,-1,580,650,700
1149,2140,1,495,550,580
1150,2140,2,600,650,700
1151,2140,3,750,820,875
1152,2141,-1,570,650,760
1153,2141,1,560,600,615
1154,2141,2,583,720,770
1155,2141,3,650,750,900
1156,2141,4,818,975,1150
1157,2141,-1,600,650,810
1158,2141,3,600,650,700
1159,2141,4,795,950,1150
1160,2141,-1,415,490,573
1161,2141,-1,520,600,743
1162,2141,3,625,735,775
1163,2141,-1,580,660,760
1164,2141,1,568,600,620
1165,2141,2,640,730,770
1166,2141,3,820,900,970
1167,2142,-1,450,550,650
1168,2142,0,300,315,320
1169,2142,1,353,440,530
1170,2142,2,480,560,648
1171,2142,3,580,650,700
1172,2142,4,710,820,900
1173,2142,-1,550,620,750
1174,2142,2,465,500,555
1175,2142,3,570,620,685
1176,2142,4,703,823,938
1177,2142,-1,315,330,500
1178,2142,-1,550,650,700
1179,2142,3,573,650,685
1180,2142,-1,450,550,621
1181,2142,1,360,450,540
1182,2142,2,480,570,650
1183,2142,3,589,675,803
1184,2143,-1,450,550,620
1185,2143,2,433,455,565
1186,2143,3,543,600,635
1187,2143,-1,500,620,700
1188,2143,-1,408,455,595
1189,2143,2,408,450,565
1190,2144,-1,470,580,650
1191,2144,1,358,478,560
1192,2144,2,460,550,650
1193,2144,3,600,650,750
1194,2144,4,758,838,900
1195,2144,-1,550,605,658
1196,2144,3,580,610,650
1197,2144,4,775,825,875
1198,2144,-1,465,550,650
1199,2144,2,520,550,650
1200,2144,-1,560,720,765
1201,2144,-1,450,550,650
1202,2144,1,365,490,574
1203,2144,2,450,550,645
1204,2144,3,650,700,788
1205,2145,-1,500,575,646
1206,2145,1,400,500,550
1207,2145,2,494,550,600
1208,2145,3,580,630,680
1209,2145,4,700,780,850
1210,2145,-1,550,645,750
1211,2145,1,330,365,450
1212,2145,2,479,515,550
1213,2145,3,574,635,700
1214,2145,4,680,760,850
1215,2145,-1,420,500,560
1216,2145,2,480,500,540
1217,2145,-1,530,610,728
1218,2145,2,480,500,550
1219,2145,3,583,635,695
1220,2145,4,770,850,900
1221,2145,-1,500,550,600
1222,2145,1,445,500,560
1223,2145,2,500,550,600
1224,2145,3,583,623,650
1225,2146,-1,490,560,650
1226,2146,1,234,393,475
1227,2146,2,450,505,553
1228,2146,3,550,600,650
1229,2146,4,654,708,800
1230,2146,-1,528,600,650
1231,2146,2,485,510,528
1232,2146,3,550,580,630
1233,2146,4,650,700,773
1234,2146,-1,525,580,670
1235,2146,-1,425,490,570
1236,2146,1,225,365,480
1237,2146,2,440,500,570
1238,2147,-1,450,550,620
1239,2147,1,330,350,450
1240,2147,2,420,450,500
1241,2147,3,510,550,620
1242,2147,4,630,680,725
1243,2147,-1,480,550,625
1244,2147,2,400,425,480
1245,2147,3,500,550,600
1246,2147,4,630,680,725
1247,2147,-1,450,500,595
1248,2147,2,450,498,588
1249,2148,-1,440,500,580
1250,2148,1,230,330,390
1251,2148,2,430,460,538
1252,2148,3,500,550,600
1253,2148,4,600,650,750
1254,2148,-1,450,550,610
1255,2148,1,208,330,383
1256,2148,2,420,450,500
1257,2148,3,500,550,600
1258,2148,4,600,650,750
1259,2148,-1,300,415,460
1260,2148,1,180,250,313
1261,2148,2,420,450,460
1262,2148,-1,450,528,576
1263,2148,2,450,510,573
1264,2148,3,475,523,538
1265,2148,-1,430,460,550
1266,2148,1,325,380,450
1267,2148,2,430,460,550
1268,2148,3,525,565,613
1269,2150,-1,500,590,680
1270,2150,0,360,395,420
1271,2150,1,438,540,600
1272,2150,2,500,600,700
1273,2150,3,638,750,800
1274,2150,4,648,820,975
1275,2150,-1,500,600,650
1276,2150,1,358,495,565
1277,2150,2,500,565,650
1278,2150,3,600,600,710
1279,2150,4,623,820,925
1280,2150,-1,360,400,475
1281,2150,0,360,380,400
1282,2150,-1,553,660,743
1283,2150,-1,500,590,680
1284,2150,1,441,550,600
1285,2150,2,504,605,700
1286,2150,3,650,770,850
1287,2151,-1,470,550,675
1288,2151,1,365,400,500
1289,2151,2,450,495,555
1290,2151,3,600,675,750
1291,2151,4,776,900,973
1292,2151,-1,500,730,865
1293,2151,2,460,480,500
1294,2151,3,665,700,750
1295,2151,4,784,900,980
1296,2151,-1,688,738,750
1297,2151,3,703,738,758
1298,2151,-1,450,510,600
1299,2151,1,384,485,510
1300,2151,2,450,490,575
1301,2151,3,550,620,665
1302,2152,-1,500,550,680
1303,2152,2,500,520,555
1304,2152,3,580,650,680
1305,2152,4,700,825,1063
1306,2152,-1,580,680,800
1307,2152,3,600,660,690
1308,2152,4,700,800,1075
1309,2152,-1,480,520,580
1310,2152,2,500,520,550
1311,2153,-1,570,685,780
1312,2153,1,354,455,550
1313,2153,2,530,620,700
1314,2153,3,650,720,765
1315,2153,4,785,850,950
1316,2153,-1,575,730,850
1317,2153,1,325,343,378
1318,2153,2,478,500,525
1319,2153,3,650,700,750
1320,2153,4,800,880,950
1321,2153,-1,650,725,800
1322,2153,2,560,600,650
1323,2153,3,740,760,850
1324,2153,-1,576,630,720
1325,2153,1,470,530,560
1326,2153,2,600,668,750
1327,2153,3,634,695,793
1328,2154,-1,620,700,850
1329,2154,1,473,570,600
1330,2154,2,630,670,700
1331,2154,3,685,750,825
1332,2154,4,828,950,1100
1333,2154,-1,680,820,1000
1334,2154,2,528,570,615
1335,2154,3,680,750,820
1336,2154,4,828,950,1100
1337,2154,-1,665,720,780
1338,2154,3,690,720,803
1339,2154,-1,600,660,700
1340,2154,1,503,570,600
1341,2154,2,650,680,715
1342,2154,3,743,750,945
1343,2155,-1,570,700,820
1344,2155,1,490,520,550
1345,2155,2,550,590,620
1346,2155,3,655,720,758
1347,2155,4,780,850,950
1348,2155,-1,750,800,900
1349,2155,2,510,560,600
1350,2155,3,685,730,750
1351,2155,4,780,850,950
1352,2155,-1,650,700,750
1353,2155,3,690,710,750
1354,2155,-1,550,588,629
1355,2155,1,490,525,550
1356,2155,2,560,600,620
1357,2155,3,630,710,771
1358,2156,-1,650,850,1000
1359,2156,4,840,900,1250
1360,2156,-1,675,870,1000
1361,2156,4,855,900,1250
1362,2158,-1,690,800,950
1363,2158,-1,780,900,1125
1364,2159,-1,650,693,920
1365,2159,-1,680,750,950
1366,2160,-1,460,540,650
1367,2160,1,405,490,530
1368,2160,2,450,500,550
1369,2160,3,589,650,700
1370,2160,4,765,850,900
1371,2160,-1,500,650,810
1372,2160,2,450,495,520
1373,2160,3,583,650,695
1374,2160,4,765,850,925
1375,2160,-1,450,480,665
1376,2160,-1,650,660,731
1377,2160,3,650,650,689
1378,2160,-1,450,500,570
1379,2160,1,420,495,538
1380,2160,2,450,500,575
1381,2160,3,585,650,723
1382,2161,-1,450,500,650
1383,2161,1,301,370,408
1384,2161,2,440,475,500
1385,2161,3,550,580,650
1386,2161,4,750,800,900
1387,2161,-1,480,573,750
1388,2161,2,450,480,520
1389,2161,3,550,578,650
1390,2161,4,750,800,900
1391,2161,-1,353,458,515
1392,2161,2,428,458,500
1393,2161,-1,565,650,800
1394,2161,-1,420,450,495
1395,2161,1,370,390,423
1396,2161,2,430,460,490
1397,2162,-1,450,550,655
1398,2162,1,300,370,430
1399,2162,2,445,478,513
1400,2162,3,550,610,650
1401,2162,4,700,830,870
1402,2162,-1,565,650,770
1403,2162,3,550,610,650
1404,2162,4,700,830,850
1405,2162,-1,378,450,498
1406,2162,-1,368,445,476
1407,2162,2,415,470,510
1408,2163,-1,353,470,600
1409,2163,2,350,385,550
1410,2163,3,498,560,648
1411,2163,-1,470,570,700
1412,2163,3,495,550,615
1413,2163,-1,330,350,560
1414,2163,2,350,370,580
1415,2164,-1,474,550,650
1416,2164,2,445,470,490
1417,2164,3,520,570,633
1418,2164,4,675,750,828
1419,2164,-1,520,580,660
1420,2164,3,530,570,643
1421,2164,4,650,710,820
1422,2164,-1,435,480,535
1423,2164,2,435,450,480
1424,2164,-1,500,600,680
1425,2164,-1,365,450,480
1426,2165,-1,370,470,600
1427,2165,1,300,330,350
1428,2165,2,360,400,450
1429,2165,3,500,560,600
1430,2165,4,695,750,830
1431,2165,-1,463,580,650
1432,2165,2,371,410,450
1433,2165,3,500,560,600
1434,2165,4,643,750,800
1435,2165,-1,350,400,530
1436,2165,2,355,450,465
1437,2165,-1,555,710,770
1438,2165,3,550,610,750
1439,2165,-1,340,380,445
1440,2165,1,300,320,330
1441,2165,2,350,400,445
1442,2165,3,424,500,585
1443,2166,-1,350,410,550
1444,2166,1,248,293,303
1445,2166,2,340,370,410
1446,2166,3,450,500,580
1447,2166,4,554,680,873
1448,2166,-1,420,520,600
1449,2166,2,358,415,448
1450,2166,3,450,500,560
1451,2166,4,563,655,873
1452,2166,-1,330,400,558
1453,2166,1,235,270,300
1454,2166,2,343,380,428
1455,2166,3,470,550,600
1456,2166,-1,430,500,580
1457,2166,3,480,510,585
1458,2166,-1,330,350,388
1459,2166,1,298,305,320
1460,2166,2,330,350,385
1461,2167,-1,480,600,650
1462,2167,2,420,430,495
1463,2167,3,536,605,643
1464,2167,4,650,700,755
1465,2167,-1,570,645,685
1466,2167,3,546,620,650
1467,2167,4,650,700,755
1468,2167,-1,450,540,605
1469,2167,3,538,595,640
1470,2168,-1,445,500,600
1471,2168,2,383,420,450
1472,2168,3,455,500,570
1473,2168,4,593,670,750
1474,2168,-1,450,520,600
1475,2168,2,380,390,450
1476,2168,3,460,500,580
1477,2168,4,583,670,750
1478,2168,-1,383,400,450
1479,2168,2,390,398,450
1480,2170,-1,400,500,591
1481,2170,1,330,410,460
1482,2170,2,370,450,530
1483,2170,3,510,590,650
1484,2170,4,650,750,820
1485,2170,-1,496,600,720
1486,2170,2,380,430,500
1487,2170,3,505,600,650
1488,2170,4,650,750,820
1489,2170,-1,350,450,550
1490,2170,2,355,405,450
1491,2170,3,280,480,550
1492,2170,-1,525,580,620
1493,2170,2,465,510,573
1494,2170,3,550,600,625
1495,2170,-1,360,450,530
1496,2170,1,340,420,468
1497,2170,2,360,460,540
1498,2170,3,500,590,630
1499,2171,-1,620,680,750
1500,2171,3,586,625,650
1501,2171,4,680,720,790
1502,2171,-1,630,700,750
1503,2171,3,598,625,650
1504,2171,4,680,720,790
1505,2173,-1,580,630,710
1506,2173,3,543,600,630
1507,2173,4,676,750,829
1508,2173,-1,580,650,725
1509,2173,3,535,595,630
1510,2173,4,675,750,825
1511,2174,-1,500,625,750
1512,2174,1,435,500,520
1513,2174,2,450,480,585
1514,2174,3,650,688,720
1515,2174,4,740,750,850
1516,2174,-1,600,740,790
1517,2174,2,450,450,550
1518,2174,4,740,750,850
1519,2174,-1,450,455,480
1520,2174,-1,470,650,720
1521,2174,-1,510,570,600
1522,2174,1,490,505,520
1523,2174,2,570,580,593
1524,2176,-1,508,600,680
1525,2176,2,420,450,500
1526,2176,3,550,600,638
1527,2176,4,680,750,800
1528,2176,-1,565,630,745
1529,2176,3,550,600,630
1530,2176,4,691,750,808
1531,2176,-1,418,500,645
1532,2176,2,408,420,480
1533,2176,-1,433,450,508
1534,2176,2,430,450,500
1535,2177,-1,460,550,620
1536,2177,2,435,460,478
1537,2177,3,550,580,600
1538,2177,4,683,720,765
1539,2177,-1,543,600,696
1540,2177,3,548,575,603
1541,2177,-1,448,465,513
1542,2179,-1,640,700,750
1543,2179,1,365,390,413
1544,2179,2,420,460,580
1545,2179,3,603,630,678
1546,2179,4,680,710,766
1547,2179,-1,650,700,750
1548,2179,3,600,630,680
1549,2179,4,680,710,770
1550,2190,-1,550,700,950
1551,2190,2,495,550,585
1552,2190,3,600,660,700
1553,2190,4,900,1000,1100
1554,2190,-1,650,700,1000
1555,2190,3,650,680,700
1556,2190,4,975,1050,1150
1557,2190,-1,875,900,1000
1558,2190,-1,430,490,545
1559,2191,-1,620,690,780
1560,2191,2,625,680,750
1561,2191,-1,605,665,750
1562,2192,-1,450,520,650
1563,2192,1,350,450,510
1564,2192,2,450,490,605
1565,2192,3,695,750,780
1566,2192,-1,715,780,1040
1567,2192,-1,450,500,600
1568,2192,1,350,500,533
1569,2192,2,445,480,590
1570,2193,-1,539,650,720
1571,2193,1,500,535,560
1572,2193,2,600,680,710
1573,2193,3,800,850,955
1574,2193,-1,663,875,958
1575,2193,-1,530,600,700
1576,2193,1,520,550,560
1577,2193,2,600,680,710
1578,2194,-1,480,550,650
1579,2194,1,475,550,550
1580,2194,2,480,540,650
1581,2194,3,655,750,841
1582,2194,-1,550,665,795
1583,2194,3,665,750,825
1584,2194,-1,450,510,650
1585,2194,2,473,510,650
1586,2194,-1,473,540,620
1587,2194,1,488,550,550
1588,2194,2,480,530,650
1589,2194,3,635,765,850
1590,2195,-1,400,450,510
1591,2195,1,320,350,400
1592,2195,2,420,450,495
1593,2195,3,623,675,744
1594,2195,-1,485,650,738
1595,2195,2,440,450,485
1596,2195,3,650,680,765
1597,2195,-1,365,410,450
1598,2195,-1,400,450,480
1599,2195,1,320,350,393
1600,2195,2,420,450,493
1601,2196,-1,440,500,660
1602,2196,1,300,390,450
1603,2196,2,420,460,525
1604,2196,3,558,700,763
1605,2196,4,788,913,1025
1606,2196,-1,550,710,843
1607,2196,2,500,540,600
1608,2196,3,565,750,800
1609,2196,4,810,945,1100
1610,2196,-1,415,490,615
1611,2196,-1,525,660,700
1612,2196,-1,410,458,511
1613,2196,1,343,410,451
1614,2196,2,410,460,500
1615,2197,-1,478,650,825
1616,2197,3,580,650,698
1617,2197,4,813,938,1050
1618,2197,-1,580,700,950
1619,2198,-1,550,700,950
1620,2198,3,560,665,700
1621,2198,4,950,950,1000
1622,2198,-1,620,700,950
1623,2198,3,550,653,700
1624,2198,4,950,950,1000
1625,2199,-1,485,570,715
1626,2199,1,250,296,330
1627,2199,2,465,500,520
1628,2199,3,578,630,680
1629,2199,4,805,850,1000
1630,2199,-1,555,670,850
1631,2199,3,570,630,670
1632,2199,4,818,925,1000
1633,2199,-1,250,300,521
1634,2199,-1,430,490,570
1635,2199,2,453,498,558
1636,2200,-1,460,550,650
1637,2200,1,300,350,475
1638,2200,2,450,500,580
1639,2200,3,550,655,723
1640,2200,4,800,900,1150
1641,2200,-1,520,700,850
1642,2200,2,450,500,550
1643,2200,3,550,680,750
1644,2200,4,800,900,1188
1645,2200,-1,415,480,640
1646,2200,2,423,450,498
1647,2200,-1,580,670,708
1648,2200,2,530,610,680
1649,2200,3,550,680,710
1650,2200,-1,450,500,580
1651,2200,1,295,350,450
1652,2200,2,450,505,580
1653,2200,3,540,595,640
1654,2203,-1,490,600,750
1655,2203,1,400,473,550
1656,2203,2,563,650,750
1657,2203,3,760,820,1000
1658,2203,-1,700,820,994
1659,2203,2,665,700,800
1660,2203,3,800,850,1000
1661,2203,-1,243,380,409
1662,2203,-1,490,580,700
1663,2203,1,410,480,560
1664,2203,2,550,640,750
1665,2204,-1,550,650,858
1666,2204,1,430,520,620
1667,2204,2,600,687,850
1668,2204,3,850,950,1100
1669,2204,-1,750,900,1100
1670,2204,1,415,490,598
1671,2204,2,750,850,900
1672,2204,3,900,980,1103
1673,2204,-1,490,650,687
1674,2204,-1,520,615,700
1675,2204,1,450,540,625
1676,2204,2,580,650,820
1677,2204,3,700,750,1010
1678,2205,-1,700,800,860
1679,2205,1,630,670,700
1680,2205,2,800,850,880
1681,2205,3,840,1025,1150
1682,2205,-1,710,800,850
1683,2205,3,765,800,875
1684,2205,-1,725,850,910
1685,2205,-1,691,800,860
1686,2205,1,630,670,700
1687,2205,2,800,850,880
1688,2205,3,1013,1100,1200
1689,2206,-1,650,740,888
1690,2206,2,605,670,720
1691,2206,3,750,850,950
1692,2206,4,1013,1250,1463
1693,2206,-1,700,788,963
1694,2206,2,644,698,713
1695,2206,3,750,838,950
1696,2206,4,1125,1300,1475
1697,2206,-1,550,650,710
1698,2206,2,529,650,720
1699,2207,-1,550,650,835
1700,2207,1,413,435,500
1701,2207,2,530,580,650
1702,2207,3,700,800,850
1703,2207,4,975,1100,1475
1704,2207,-1,750,850,900
1705,2207,3,750,800,850
1706,2207,4,1000,1350,1500
1707,2207,-1,560,680,795
1708,2207,-1,695,790,813
1709,2207,-1,500,550,600
1710,2207,1,405,440,500
1711,2207,2,530,550,600
1712,2208,-1,570,750,900
1713,2208,2,500,555,671
1714,2208,3,668,768,900
1715,2208,4,806,955,1244
1716,2208,-1,650,780,925
1717,2208,3,728,768,875
1718,2208,4,806,955,1244
1719,2209,-1,500,695,800
1720,2209,1,281,350,408
1721,2209,2,479,540,600
1722,2209,3,700,750,800
1723,2209,4,850,950,1100
1724,2209,-1,708,770,885
1725,2209,3,700,750,798
1726,2209,4,850,950,1100
1727,2209,-1,385,473,558
1728,2209,1,300,350,410
1729,2209,2,470,525,574
1730,2210,-1,555,650,713
1731,2210,1,450,480,500
1732,2210,2,550,600,650
1733,2210,3,650,680,750
1734,2210,4,838,900,1050
1735,2210,-1,650,705,850
1736,2210,3,650,690,750
1737,2210,4,825,900,1050
1738,2210,-1,500,600,650
1739,2210,1,445,480,500
1740,2210,2,543,600,650
1741,2210,3,645,670,720
1742,2211,-1,500,650,808
1743,2211,2,450,495,550
1744,2211,3,590,670,700
1745,2211,4,800,850,930
1746,2211,-1,650,750,863
1747,2211,3,650,700,735
1748,2211,4,785,885,930
1749,2211,-1,580,700,810
1750,2211,-1,318,435,456
1751,2211,2,425,450,481
1752,2212,-1,500,700,850
1753,2212,2,469,495,513
1754,2212,3,595,700,730
1755,2212,4,800,850,950
1756,2212,-1,580,750,900
1757,2212,3,640,700,730
1758,2212,4,775,875,955
1759,2212,-1,790,850,910
1760,2212,-1,440,495,500
1761,2212,2,461,495,500
1762,2213,-1,625,750,890
1763,2213,2,520,550,580
1764,2213,3,630,660,725
1765,2213,4,803,880,965
1766,2213,-1,625,725,850
1767,2213,3,625,650,695
1768,2213,4,778,850,960
1769,2213,-1,740,830,925
1770,2213,4,845,888,950
1771,2214,-1,485,650,748
1772,2216,-1,550,650,730
1773,2216,1,430,490,630
1774,2216,2,560,650,700
1775,2216,3,735,810,900
1776,2216,4,888,1150,1650
1777,2216,-1,600,750,850
1778,2216,2,505,600,713
1779,2216,3,750,800,850
1780,2216,-1,400,450,655
1781,2216,-1,550,650,700
1782,2216,1,430,490,630
1783,2216,2,570,650,700
1784,2216,3,753,855,948
1785,2217,-1,550,650,750
1786,2217,0,413,423,438
1787,2217,1,450,540,598
1788,2217,2,550,640,730
1789,2217,3,800,900,950
1790,2217,4,950,1100,1200
1791,2217,-1,650,850,1000
1792,2217,2,500,580,670
1793,2217,3,850,900,1000
1794,2217,4,950,1100,1200
1795,2217,-1,550,620,740
1796,2217,0,415,420,435
1797,2217,1,450,550,600
1798,2217,2,550,650,740
1799,2217,3,750,850,910
1800,2218,-1,530,585,660
1801,2218,1,400,560,580
1802,2218,2,530,560,650
1803,2218,3,630,675,750
1804,2218,-1,628,750,833
1805,2218,-1,500,568,650
1806,2218,1,415,575,580
1807,2218,2,523,555,645
1808,2218,3,600,650,750
1809,2219,-1,520,600,800
1810,2219,1,495,550,590
1811,2219,2,500,560,650
1812,2219,3,800,850,950
1813,2219,-1,805,875,1031
1814,2219,-1,500,560,650
1815,2219,1,490,565,606
1816,2219,2,508,560,650
1817,2220,-1,600,680,778
1818,2220,1,560,600,635
1819,2220,2,600,690,750
1820,2220,3,700,780,875
1821,2220,4,773,975,1205
1822,2220,-1,643,735,885
1823,2220,2,545,620,710
1824,2220,3,700,750,850
1825,2220,4,750,1000,1200
1826,2220,-1,600,660,750
1827,2220,1,565,600,640
1828,2220,2,620,695,760
1829,2220,3,720,800,900
1830,2221,-1,635,735,950
1831,2221,2,500,650,700
1832,2221,3,703,775,815
1833,2221,4,890,1100,1388
1834,2221,-1,700,800,1131
1835,2221,3,700,760,853
1836,2221,4,968,1125,1400
1837,2221,-1,485,563,693
1838,2221,2,500,650,700
1839,2222,-1,450,530,620
1840,2222,1,400,415,470
1841,2222,2,460,520,560
1842,2222,3,655,730,750
1843,2222,-1,550,750,825
1844,2222,-1,450,505,576
1845,2222,1,400,420,500
1846,2222,2,460,510,563
1847,2223,-1,480,550,699
1848,2223,1,360,393,415
1849,2223,2,480,520,570
1850,2223,3,670,780,830
1851,2223,4,850,1050,1300
1852,2223,-1,673,800,975
1853,2223,3,695,800,850
1854,2223,4,850,1050,1300
1855,2223,-1,553,635,773
1856,2223,-1,460,500,550
1857,2223,1,360,398,428
1858,2223,2,480,500,550
1859,2223,3,600,640,780
1860,2224,-1,623,825,1031
1861,2224,2,520,600,700
1862,2224,3,800,930,976
1863,2224,4,1075,1200,1400
1864,2224,-1,850,975,1200
1865,2224,3,800,880,950
1866,2224,4,1063,1195,1450
1867,2224,-1,710,850,963
1868,2224,-1,500,545,695
1869,2224,2,505,545,673
1870,2225,-1,650,730,1225
1871,2226,-1,530,680,780
1872,2226,2,525,600,690
1873,2226,3,650,750,780
1874,2226,-1,708,765,923
1875,2226,3,675,750,765
1876,2226,-1,455,500,585
1877,2226,2,483,570,650
1878,2227,-1,600,790,935
1879,2227,2,550,600,650
1880,2227,3,794,873,950
1881,2227,4,950,1100,1250
1882,2227,-1,780,860,1000
1883,2227,3,763,850,950
1884,2227,4,933,1100,1250
1885,2227,-1,850,900,1100
1886,2227,3,850,900,975
1887,2227,-1,548,600,650
1888,2227,2,530,600,626
1889,2228,-1,538,650,800
1890,2228,1,500,530,555
1891,2228,2,545,625,700
1892,2228,3,638,793,913
1893,2228,4,1015,1100,1213
1894,2228,-1,680,905,1100
1895,2228,3,705,770,883
1896,2228,4,1000,1100,1238
1897,2228,-1,668,955,1100
1898,2228,-1,520,573,700
1899,2228,1,500,530,550
1900,2228,2,535,600,700
1901,2228,3,596,715,800
1902,2229,-1,540,650,900
1903,2229,1,450,470,520
1904,2229,2,545,570,650
1905,2229,3,750,825,980
1906,2229,4,1150,1300,1500
1907,2229,-1,750,975,1250
1908,2229,3,750,865,1000
1909,2229,4,1225,1350,1525
1910,2229,-1,795,900,1113
1911,2229,3,770,850,1000
1912,2229,-1,493,550,620
1913,2229,1,450,470,525
1914,2229,2,540,568,645
1915,2230,-1,500,640,813
1916,2230,1,420,465,520
1917,2230,2,550,650,733
1918,2230,3,878,1000,1248
1919,2230,4,1100,1450,1875
1920,2230,-1,600,850,1200
1921,2230,1,450,470,500
1922,2230,2,590,640,720
