,PostalCode,Bedrooms,CheaperRent,MedianRent,HigherRent
1923,2230,3,865,900,1100
1924,2230,4,1100,1400,1875
1925,2230,-1,875,980,1150
1926,2230,-1,490,600,729
1927,2230,1,420,450,543
1928,2230,2,550,650,730
1929,2230,3,894,1075,1563
1930,2232,-1,550,650,760
1931,2232,1,550,575,590
1932,2232,2,520,580,680
1933,2232,3,728,830,900
1934,2232,4,800,975,1113
1935,2232,-1,680,800,950
1936,2232,2,550,598,658
1937,2232,3,745,845,913
1938,2232,4,800,900,1056
1939,2232,-1,710,790,925
1940,2232,3,728,790,876
1941,2232,-1,523,580,700
1942,2232,1,550,578,591
1943,2232,2,513,560,679
1944,2232,3,723,850,900
1945,2233,-1,536,690,850
1946,2233,2,483,550,600
1947,2233,3,750,800,850
1948,2233,4,820,850,925
1949,2233,-1,735,810,850
1950,2233,3,750,805,850
1951,2233,-1,480,550,600
1952,2233,2,480,550,600
1953,2234,-1,720,810,900
1954,2234,3,720,780,844
1955,2234,4,850,900,1013
1956,2234,-1,785,850,963
1957,2234,3,760,790,850
1958,2234,4,850,900,1050
1959,2234,-1,735,800,860
1960,2250,-1,450,530,600
1961,2250,1,308,350,420
1962,2250,2,440,475,520
1963,2250,3,530,570,620
1964,2250,4,640,700,800
1965,2250,-1,500,585,660
1966,2250,1,275,378,420
1967,2250,2,440,450,500
1968,2250,3,540,580,620
1969,2250,4,640,700,800
1970,2250,-1,470,520,560
1971,2250,2,440,483,520
1972,2250,3,520,550,570
1973,2250,-1,398,470,535
1974,2250,1,306,350,424
1975,2250,2,450,480,550
1976,2250,3,499,570,623
1977,2251,-1,530,620,780
1978,2251,1,350,380,410
1979,2251,2,460,535,593
1980,2251,3,580,620,700
1981,2251,4,750,855,981
1982,2251,-1,580,690,875
1983,2251,2,460,510,550
1984,2251,3,578,620,700
1985,2251,4,750,855,981
1986,2251,-1,535,610,695
1987,2251,-1,415,530,620
1988,2251,1,360,390,420
1989,2251,2,490,580,620
1990,2256,-1,430,500,600
1991,2256,1,323,330,360
1992,2256,2,420,450,485
1993,2256,3,525,570,620
1994,2256,4,679,750,850
1995,2256,-1,450,550,650
1996,2256,1,310,330,350
1997,2256,2,430,470,520
1998,2256,3,530,570,633
1999,2256,4,678,750,850
2000,2256,-1,410,450,483
2001,2256,2,410,450,470
2002,2256,-1,410,450,480
2003,2256,2,420,450,470
2004,2257,-1,445,520,640
2005,2257,1,310,350,370
2006,2257,2,428,450,495
2007,2257,3,550,600,650
2008,2257,4,670,750,894
2009,2257,-1,460,550,670
2010,2257,1,325,350,390
2011,2257,2,440,450,500
2012,2257,3,550,595,640
2013,2257,4,678,750,900
2014,2257,-1,350,398,450
2015,2257,-1,543,575,665
2016,2257,3,563,650,675
2017,2257,-1,350,443,491
2018,2257,1,310,320,350
2019,2257,2,405,450,490
2020,2258,-1,455,510,650
2021,2258,3,475,525,613
2022,2258,-1,500,600,685
2023,2259,-1,450,540,645
2024,2259,1,300,300,360
2025,2259,2,400,440,470
2026,2259,3,480,530,580
2027,2259,4,620,650,699
2028,2259,-1,470,560,650
2029,2259,1,300,300,360
2030,2259,2,408,445,480
2031,2259,3,480,530,580
2032,2259,4,620,650,700
2033,2259,-1,450,500,550
2034,2259,3,470,520,550
2035,2259,-1,350,420,450
2036,2259,2,390,420,450
2037,2260,-1,565,675,850
2038,2260,1,363,400,503
2039,2260,2,470,520,610
2040,2260,3,630,700,763
2041,2260,4,805,928,1100
2042,2260,-1,600,750,923
2043,2260,2,455,495,568
2044,2260,3,615,720,765
2045,2260,4,850,945,1100
2046,2260,-1,595,650,700
2047,2260,3,608,675,715
2048,2260,-1,448,565,726
2049,2260,1,365,420,530
2050,2260,2,470,520,700
2051,2260,3,650,765,825
2052,2261,-1,450,530,610
2053,2261,1,320,350,380
2054,2261,2,420,460,518
2055,2261,3,530,580,650
2056,2261,4,600,680,810
2057,2261,-1,486,560,650
2058,2261,1,283,350,380
2059,2261,2,440,470,515
2060,2261,3,543,585,650
2061,2261,4,600,680,810
2062,2261,-1,520,550,600
2063,2261,3,520,550,620
2064,2261,-1,380,450,520
2065,2261,1,350,355,380
2066,2261,2,400,450,510
2067,2261,3,443,575,658
2068,2262,-1,440,498,575
2069,2262,2,400,430,450
2070,2262,3,474,500,543
2071,2262,4,599,610,650
2072,2262,-1,450,500,590
2073,2262,2,414,435,450
2074,2262,3,475,500,548
2075,2262,4,598,610,650
2076,2262,-1,395,400,425
2077,2262,2,400,400,428
2078,2263,-1,400,455,548
2079,2263,1,246,295,340
2080,2263,2,390,420,450
2081,2263,3,470,505,550
2082,2263,4,598,650,720
2083,2263,-1,420,480,550
2084,2263,1,235,300,375
2085,2263,2,393,420,450
2086,2263,3,470,500,550
2087,2263,4,598,650,720
2088,2263,-1,298,360,423
2089,2263,1,250,262,300
2090,2263,2,371,405,430
2091,2264,-1,461,545,600
2092,2264,2,390,430,450
2093,2264,3,470,500,550
2094,2264,4,575,618,665
2095,2264,-1,480,550,611
2096,2264,2,385,425,448
2097,2264,3,470,500,550
2098,2264,4,584,620,673
2099,2264,-1,475,540,550
2100,2264,3,473,540,550
2101,2264,-1,375,450,480
2102,2265,-1,340,445,590
2103,2265,1,280,293,325
2104,2265,2,338,350,433
2105,2265,3,500,520,540
2106,2265,4,600,650,685
2107,2265,-1,430,520,610
2108,2265,3,500,515,546
2109,2265,4,600,650,685
2110,2265,-1,280,300,350
2111,2267,-1,450,490,590
2112,2267,-1,450,490,583
2113,2280,-1,450,550,650
2114,2280,1,343,361,398
2115,2280,2,395,470,520
2116,2280,3,540,590,635
2117,2280,4,650,745,799
2118,2280,-1,500,600,650
2119,2280,2,450,495,510
2120,2280,3,550,600,650
2121,2280,4,650,745,799
2122,2280,-1,500,540,640
2123,2280,-1,350,380,430
2124,2280,2,370,400,420
2125,2281,-1,468,540,680
2126,2281,1,295,310,363
2127,2281,2,421,480,515
2128,2281,3,526,578,655
2129,2281,4,756,815,850
2130,2281,-1,500,585,784
2131,2281,2,420,475,500
2132,2281,3,525,580,650
2133,2281,4,784,820,850
2134,2281,-1,280,310,445
2135,2282,-1,500,595,655
2136,2282,1,370,438,473
2137,2282,2,465,500,610
2138,2282,3,575,610,675
2139,2282,4,650,750,853
2140,2282,-1,520,595,690
2141,2282,2,375,500,505
2142,2282,3,568,605,683
2143,2282,4,650,750,853
2144,2282,-1,450,500,620
2145,2283,-1,430,510,598
2146,2283,1,186,250,355
2147,2283,2,414,445,513
2148,2283,3,470,520,575
2149,2283,4,590,635,700
2150,2283,-1,470,530,620
2151,2283,2,416,445,535
2152,2283,3,470,523,583
2153,2283,4,594,643,700
2154,2283,-1,328,380,423
2155,2284,-1,450,540,645
2156,2284,1,300,365,390
2157,2284,2,433,473,498
2158,2284,3,540,575,615
2159,2284,4,650,690,750
2160,2284,-1,480,560,650
2161,2284,2,450,475,490
2162,2284,3,531,578,623
2163,2284,4,650,690,750
2164,2284,-1,388,450,515
2165,2285,-1,495,600,690
2166,2285,1,300,300,370
2167,2285,2,448,465,500
2168,2285,3,530,580,630
2169,2285,4,650,700,720
2170,2285,-1,530,630,700
2171,2285,2,455,480,500
2172,2285,3,535,590,630
2173,2285,4,650,700,721
2174,2285,-1,458,563,635
2175,2285,-1,400,420,500
2176,2285,2,410,450,490
2177,2286,-1,458,545,673
2178,2286,-1,508,560,688
2179,2287,-1,450,550,645
2180,2287,1,196,293,355
2181,2287,2,450,485,500
2182,2287,3,530,580,630
2183,2287,4,640,680,745
2184,2287,-1,503,585,650
2185,2287,1,240,320,400
2186,2287,2,464,495,503
2187,2287,3,530,580,610
2188,2287,4,640,680,745
2189,2287,-1,155,175,320
2190,2287,1,150,170,215
2191,2287,-1,545,600,650
2192,2287,3,560,625,650
2193,2287,-1,330,408,486
2194,2287,1,293,330,370
2195,2287,2,450,460,483
2196,2287,3,508,575,650
2197,2289,-1,500,600,693
2198,2289,1,303,350,408
2199,2289,2,439,508,584
2200,2289,3,600,650,720
2201,2289,4,633,795,896
2202,2289,-1,500,620,725
2203,2289,2,443,500,615
2204,2289,3,596,650,708
2205,2289,4,615,790,898
2206,2289,-1,600,665,750
2207,2289,-1,405,530,550
2208,2289,2,431,530,546
2209,2290,-1,461,550,634
2210,2290,1,306,350,389
2211,2290,2,450,490,520
2212,2290,3,530,600,650
2213,2290,4,630,795,950
2214,2290,-1,500,570,680
2215,2290,2,450,500,550
2216,2290,3,520,600,640
2217,2290,4,719,835,950
2218,2290,-1,450,550,620
2219,2290,3,550,615,660
2220,2290,-1,360,450,500
2221,2290,1,329,355,393
2222,2290,2,445,485,500
2223,2291,-1,494,580,750
2224,2291,1,365,400,441
2225,2291,2,476,530,580
2226,2291,3,700,788,895
2227,2291,4,750,1000,1100
2228,2291,-1,569,750,895
2229,2291,2,500,550,600
2230,2291,3,719,810,954
2231,2291,4,800,1000,1050
2232,2291,-1,450,500,550
2233,2291,2,468,520,553
2234,2292,-1,400,550,638
2235,2292,1,325,350,373
2236,2292,2,455,550,590
2237,2292,3,583,630,655
2238,2292,-1,410,570,640
2239,2292,-1,368,420,575
2240,2293,-1,560,645,723
2241,2293,1,490,530,550
2242,2293,2,600,645,688
2243,2293,3,643,740,848
2244,2293,-1,580,650,765
2245,2293,3,640,690,866
2246,2293,-1,605,685,829
2247,2293,3,685,795,845
2248,2293,-1,525,600,660
2249,2293,1,475,520,535
2250,2293,2,605,650,675
2251,2294,-1,470,580,650
2252,2294,3,590,650,735
2253,2294,-1,523,580,648
2254,2294,3,585,645,718
2255,2295,-1,500,640,680
2256,2295,2,428,445,505
2257,2295,3,553,613,665
2258,2295,4,640,670,698
2259,2295,-1,543,650,691
2260,2295,3,550,595,650
2261,2295,4,650,680,700
2262,2296,-1,550,600,650
2263,2296,2,590,600,600
2264,2296,3,565,650,814
2265,2296,-1,550,600,678
2266,2296,3,555,630,681
2267,2296,-1,580,600,600
2268,2297,-1,210,400,660
2269,2297,1,200,205,253
2270,2297,-1,220,590,690
2271,2298,-1,290,490,598
2272,2298,1,221,260,315
2273,2298,2,460,480,530
2274,2298,3,550,600,650
2275,2298,4,613,730,808
2276,2298,-1,499,560,650
2277,2298,1,220,260,290
2278,2298,3,550,600,650
2279,2298,-1,185,260,278
2280,2298,1,178,245,275
2281,2298,-1,323,400,460
2282,2298,1,259,325,355
2283,2298,2,415,460,475
2284,2299,-1,263,443,560
2285,2299,1,200,255,330
2286,2299,2,421,468,524
2287,2299,3,523,560,600
2288,2299,4,256,620,694
2289,2299,-1,420,525,600
2290,2299,1,213,260,325
2291,2299,2,450,490,530
2292,2299,3,550,570,600
2293,2299,4,174,618,696
2294,2299,-1,180,215,291
2295,2299,1,180,210,270
2296,2299,-1,318,363,431
2297,2299,1,265,335,355
2298,2300,-1,460,550,660
2299,2300,1,385,460,550
2300,2300,2,510,593,690
2301,2300,3,690,750,830
2302,2300,-1,463,580,710
2303,2300,1,400,425,535
2304,2300,2,500,630,680
2305,2300,3,700,750,815
2306,2300,-1,250,250,505
2307,2300,1,250,250,281
2308,2300,-1,570,600,695
2309,2300,2,540,580,600
2310,2300,-1,461,550,650
2311,2300,1,405,490,550
2312,2300,2,515,600,720
2313,2300,3,671,700,824
2314,2302,-1,450,598,673
2315,2302,1,356,450,500
2316,2302,2,540,620,680
2317,2302,-1,450,583,673
2318,2303,-1,450,595,700
2319,2303,1,223,300,408
2320,2303,2,453,500,595
2321,2303,3,629,665,791
2322,2303,-1,493,630,750
2323,2303,2,458,500,600
2324,2303,3,630,715,791
2325,2303,-1,410,500,560
2326,2303,2,453,485,551
2327,2304,-1,350,530,620
2328,2304,1,210,250,330
2329,2304,2,450,500,550
2330,2304,3,570,610,650
2331,2304,4,580,650,750
2332,2304,-1,495,580,646
2333,2304,1,175,175,210
2334,2304,2,460,530,585
2335,2304,3,565,610,650
2336,2304,4,629,665,760
2337,2304,-1,310,350,460
2338,2304,1,250,315,347
2339,2304,2,450,460,500
2340,2305,-1,470,593,688
2341,2305,1,330,375,410
2342,2305,2,450,520,600
2343,2305,3,570,650,700
2344,2305,-1,550,640,708
2345,2305,2,485,600,628
2346,2305,3,575,650,700
2347,2305,-1,400,470,500
2348,2305,2,438,490,520
2349,2306,-1,450,480,520
2350,2306,-1,458,495,535
2351,2307,-1,300,473,580
2352,2307,1,190,270,300
2353,2307,3,550,580,620
2354,2307,-1,450,550,598
2355,2307,3,505,578,615
2356,2307,-1,213,275,313
2357,2315,-1,460,550,640
2358,2315,2,400,450,480
2359,2315,3,530,590,620
2360,2315,4,650,700,790
2361,2315,-1,500,600,685
2362,2315,2,408,450,484
2363,2315,3,550,595,640
2364,2315,4,650,720,800
2365,2315,-1,470,530,580
2366,2315,-1,409,465,540
2367,2315,2,398,455,480
2368,2316,-1,503,588,673
2369,2316,-1,550,620,700
2370,2317,-1,474,540,605
2371,2317,2,415,460,550
2372,2317,3,520,540,580
2373,2317,-1,530,580,650
2374,2317,-1,490,520,560
2375,2317,3,510,520,565
2376,2318,-1,530,578,635
2377,2318,3,520,550,570
2378,2318,4,600,630,700
2379,2318,-1,550,600,660
2380,2318,3,520,550,570
2381,2318,4,620,655,705
2382,2319,-1,420,530,595
2383,2319,2,400,420,445
2384,2319,3,473,530,555
2385,2319,4,600,615,650
2386,2319,-1,463,550,600
2387,2319,3,480,530,560
2388,2319,4,600,615,650
2389,2320,-1,450,530,590
2390,2320,1,250,273,350
2391,2320,2,394,430,450
2392,2320,3,470,500,550
2393,2320,4,550,590,620
2394,2320,-1,491,550,600
2395,2320,2,400,445,454
2396,2320,3,470,510,550
2397,2320,4,550,600,630
2398,2320,-1,430,475,550
2399,2320,2,410,430,440
2400,2320,4,540,550,560
2401,2320,-1,360,420,450
2402,2320,2,360,420,450
2403,2321,-1,483,560,600
2404,2321,2,400,420,430
2405,2321,3,499,525,550
2406,2321,4,580,600,630
2407,2321,-1,508,580,600
2408,2321,2,405,420,440
2409,2321,3,490,520,550
2410,2321,4,580,600,630
2411,2321,-1,480,500,545
2412,2321,3,500,520,550
2413,2321,-1,380,430,500
2414,2322,-1,450,550,650
2415,2322,2,405,440,450
2416,2322,3,480,530,555
2417,2322,4,600,650,700
2418,2322,-1,500,600,685
2419,2322,3,480,520,550
2420,2322,4,620,660,720
2421,2322,-1,453,540,550
2422,2322,-1,350,400,450
2423,2323,-1,430,500,580
2424,2323,1,300,300,340
2425,2323,2,360,395,440
2426,2323,3,498,520,550
2427,2323,4,600,650,690
2428,2323,-1,488,550,600
2429,2323,2,350,400,420
2430,2323,3,500,525,550
2431,2323,4,600,645,693
2432,2323,-1,440,450,504
2433,2323,-1,316,370,461
2434,2323,2,356,373,398
2435,2324,-1,410,470,543
2436,2324,1,280,320,350
2437,2324,2,400,420,450
2438,2324,3,450,500,530
2439,2324,4,580,600,650
2440,2324,-1,450,500,580
2441,2324,2,420,430,450
2442,2324,3,453,500,530
2443,2324,4,580,600,648
2444,2324,-1,400,460,473
2445,2324,-1,360,400,430
2446,2324,2,390,410,420
2447,2325,-1,400,450,520
2448,2325,1,280,280,305
2449,2325,2,370,400,420
2450,2325,3,450,480,500
2451,2325,4,550,570,600
2452,2325,-1,420,480,543
2453,2325,1,280,300,315
2454,2325,2,383,400,424
2455,2325,3,450,480,500
2456,2325,4,550,578,600
2457,2325,-1,408,480,515
2458,2325,-1,300,350,400
2459,2325,1,278,280,300
2460,2325,2,350,380,410
2461,2326,-1,400,450,480
2462,2326,2,383,405,438
2463,2326,3,443,460,480
2464,2326,-1,425,450,485
2465,2326,2,400,420,445
2466,2326,3,448,475,484
2467,2327,-1,393,440,490
2468,2327,2,380,400,420
2469,2327,3,420,480,500
2470,2327,-1,400,460,500
2471,2327,2,400,400,420
2472,2327,3,440,480,500
2473,2329,-1,255,300,365
2474,2329,-1,300,335,395
2475,2330,-1,380,488,588
2476,2330,2,350,380,443
2477,2330,3,475,510,580
2478,2330,4,595,628,703
2479,2330,-1,465,540,630
2480,2330,2,398,425,475
2481,2330,3,475,520,600
2482,2330,4,595,628,703
2483,2330,-1,348,363,450
2484,2330,2,350,360,400
2485,2333,-1,340,420,510
2486,2333,1,205,220,230
2487,2333,2,300,325,350
2488,2333,3,380,410,450
2489,2333,4,505,545,560
2490,2333,-1,400,460,530
2491,2333,3,380,410,450
2492,2333,4,495,545,560
2493,2333,-1,230,300,380
2494,2333,2,280,300,350
2495,2334,-1,435,490,550
2496,2334,2,395,420,445
2497,2334,4,530,550,590
2498,2334,-1,470,540,565
2499,2335,-1,478,550,620
2500,2335,3,470,490,530
2501,2335,4,550,590,645
2502,2335,-1,500,580,625
2503,2335,3,480,500,550
2504,2335,4,550,593,648
2505,2337,-1,400,460,586
2506,2337,3,450,460,470
2507,2337,4,574,600,658
2508,2337,-1,450,470,600
2509,2337,3,450,460,470
2510,2337,4,574,600,658
2511,2337,-1,276,340,403
2512,2340,-1,320,390,460
2513,2340,1,233,265,300
2514,2340,2,300,325,360
2515,2340,3,380,415,460
2516,2340,4,445,490,550
2517,2340,-1,360,420,480
2518,2340,1,248,250,295
2519,2340,2,310,330,360
2520,2340,3,390,420,465
2521,2340,4,445,490,550
2522,2340,-1,205,325,358
2523,2340,-1,270,320,360
2524,2340,1,238,270,327
2525,2340,2,280,320,350
2526,2343,-1,266,360,450
2527,2343,-1,360,420,500
2528,2346,-1,284,330,365
2529,2346,-1,330,345,393
2530,2350,-1,290,360,450
2531,2350,1,200,220,260
2532,2350,2,280,315,350
2533,2350,3,380,420,465
2534,2350,4,470,500,533
2535,2350,-1,340,420,490
2536,2350,1,184,208,260
2537,2350,2,290,320,358
2538,2350,3,390,430,475
2539,2350,4,470,500,535
2540,2350,-1,259,295,330
2541,2350,1,220,250,288
2542,2350,2,273,305,335
2543,2352,-1,350,390,410
2544,2352,-1,358,395,413
2545,2357,-1,250,290,350
2546,2357,-1,250,290,350
2547,2358,-1,250,350,450
2548,2358,-1,288,380,483
2549,2360,-1,310,360,420
2550,2360,1,193,220,268
2551,2360,2,280,300,330
2552,2360,3,350,370,410
2553,2360,4,420,450,490
2554,2360,-1,348,380,435
2555,2360,2,295,320,340
2556,2360,3,360,380,420
2557,2360,4,420,450,480
2558,2360,-1,215,260,310
2559,2360,1,190,220,230
2560,2360,2,270,280,310
2561,2365,-1,180,300,380
2562,2365,3,310,370,400
2563,2365,-1,276,340,380
2564,2370,-1,250,330,368
2565,2370,2,230,250,280
2566,2370,3,330,350,375
2567,2370,-1,323,355,380
2568,2370,3,350,360,379
2569,2370,-1,193,230,258
2570,2372,-1,340,380,423
2571,2372,3,350,380,420
2572,2372,-1,350,395,425
2573,2372,3,350,380,420
2574,2380,-1,340,400,480
2575,2380,1,215,220,254
2576,2380,2,320,370,395
2577,2380,3,380,450,493
2578,2380,4,500,550,650
2579,2380,-1,374,423,500
2580,2380,2,370,380,415
2581,2380,3,380,440,500
2582,2380,4,500,550,650
2583,2380,-1,253,340,410
2584,2380,2,290,340,390
2585,2382,-1,300,350,370
2586,2382,1,290,350,370
2587,2382,-1,350,350,370
2588,2382,1,350,350,370
2589,2388,-1,200,300,400
2590,2390,-1,223,388,450
2591,2390,1,200,200,223
2592,2390,2,250,280,390
2593,2390,3,420,450,500
2594,2390,4,425,460,500
2595,2390,-1,389,435,485
2596,2390,3,420,450,500
2597,2390,4,425,460,500
2598,2390,-1,200,230,280
2599,2390,2,243,255,338
2600,2400,-1,250,320,400
2601,2400,2,220,270,310
2602,2400,3,310,350,400
2603,2400,4,431,490,500
2604,2400,-1,300,350,425
2605,2400,3,320,350,400
2606,2400,4,431,490,500
2607,2400,-1,218,270,305
2608,2400,2,220,270,300
2609,2402,-1,238,255,308
2610,2420,-1,390,463,543
2611,2420,3,450,495,525
2612,2420,-1,448,488,550
2613,2420,3,450,495,525
2614,2422,-1,300,380,450
2615,2422,-1,355,420,480
2616,2423,-1,428,450,460
2617,2423,-1,428,450,460
2618,2427,-1,398,435,505
2619,2427,2,370,400,400
2620,2427,3,435,470,585
2621,2427,-1,400,460,520
2622,2427,3,438,490,613
2623,2428,-1,360,440,550
2624,2428,1,265,290,350
2625,2428,2,350,380,430
2626,2428,3,480,550,589
2627,2428,4,650,700,750
2628,2428,-1,455,550,630
2629,2428,2,388,435,450
2630,2428,3,480,550,585
2631,2428,4,650,700,750
2632,2428,-1,438,450,500
2633,2428,-1,320,360,400
2634,2428,1,255,290,328
2635,2428,2,350,365,400
2636,2429,-1,384,425,478
2637,2429,-1,400,430,500
2638,2430,-1,371,435,518
2639,2430,1,275,325,379
2640,2430,2,320,370,420
2641,2430,3,420,450,520
2642,2430,4,533,585,650
2643,2430,-1,420,470,550
2644,2430,2,370,410,450
2645,2430,3,418,450,496
2646,2430,4,533,585,650
2647,2430,-1,395,455,535
2648,2430,-1,300,360,400
2649,2430,1,265,325,377
2650,2430,2,310,360,400
2651,2431,-1,360,420,500
2652,2431,2,345,360,376
2653,2431,3,440,470,500
2654,2431,-1,433,495,575
2655,2431,3,448,480,538
2656,2431,-1,329,360,376
2657,2431,2,330,360,365
2658,2439,-1,450,500,580
2659,2440,-1,350,400,475
2660,2440,1,200,230,278
2661,2440,2,330,350,420
2662,2440,3,400,430,479
2663,2440,4,475,500,580
2664,2440,-1,400,450,500
2665,2440,3,400,430,480
2666,2440,4,475,500,580
2667,2440,-1,290,340,395
2668,2440,2,330,350,410
2669,2441,-1,300,400,500
2670,2441,-1,343,430,500
2671,2443,-1,385,463,550
2672,2443,2,370,400,450
2673,2443,3,465,500,563
2674,2443,-1,450,510,584
2675,2443,3,465,500,550
2676,2443,-1,360,385,450
2677,2444,-1,430,530,600
2678,2444,1,285,360,400
2679,2444,2,395,440,471
2680,2444,3,526,560,600
2681,2444,4,640,670,720
2682,2444,-1,530,590,650
2683,2444,2,420,460,495
2684,2444,3,530,560,600
2685,2444,4,640,673,720
2686,2444,-1,430,510,560
2687,2444,2,450,450,475
2688,2444,3,545,550,570
2689,2444,-1,450,525,555
2690,2444,2,440,450,465
2691,2444,3,530,550,580
2692,2444,-1,370,420,464
2693,2444,1,279,340,406
2694,2444,2,380,420,455
2695,2444,3,443,495,623
2696,2445,-1,445,585,680
2697,2445,2,350,395,460
2698,2445,3,520,550,630
2699,2445,4,638,690,724
2700,2445,-1,525,600,700
2701,2445,3,520,550,630
2702,2445,4,675,700,725
2703,2446,-1,425,490,550
2704,2446,2,373,400,450
2705,2446,3,470,495,525
2706,2446,4,538,600,700
2707,2446,-1,440,498,563
2708,2446,2,388,433,458
2709,2446,3,470,495,525
2710,2446,4,550,605,763
2711,2446,-1,430,480,500
2712,2447,-1,385,480,510
2713,2447,3,458,500,505
2714,2447,-1,450,495,528
2715,2447,3,458,500,505
2716,2448,-1,348,450,526
2717,2448,1,250,275,300
2718,2448,2,318,375,420
2719,2448,3,480,505,538
2720,2448,4,560,650,670
2721,2448,-1,430,500,550
2722,2448,3,480,500,530
2723,2448,4,560,650,670
2724,2448,-1,300,340,420
2725,2448,2,318,365,405
2726,2450,-1,450,535,650
2727,2450,1,320,380,412
2728,2450,2,420,460,500
2729,2450,3,550,590,640
2730,2450,4,680,750,791
2731,2450,-1,520,630,740
2732,2450,2,450,480,500
2733,2450,3,560,600,650
2734,2450,4,683,750,794
2735,2450,-1,380,455,581
2736,2450,2,390,440,460
2737,2450,-1,500,550,600
2738,2450,2,465,495,523
2739,2450,3,550,585,626
2740,2450,-1,390,440,498
2741,2450,1,355,400,430
2742,2450,2,400,450,500
2743,2452,-1,450,550,648
2744,2452,1,300,345,376
2745,2452,2,420,485,510
2746,2452,3,530,575,600
2747,2452,4,680,700,750
2748,2452,-1,515,590,680
2749,2452,2,415,470,520
2750,2452,3,545,578,600
2751,2452,4,680,700,750
2752,2452,-1,380,430,500
2753,2452,2,413,493,508
2754,2453,-1,315,350,393
2755,2453,-1,330,350,395
2756,2454,-1,440,535,600
2757,2454,3,535,580,640
2758,2454,-1,490,550,600
2759,2454,3,535,580,640
2760,2455,-1,415,478,550
2761,2455,3,475,500,550
2762,2455,-1,450,490,550
2763,2455,3,469,495,550
2764,2456,-1,470,575,680
2765,2456,1,345,350,365
2766,2456,2,435,450,490
2767,2456,3,550,580,650
2768,2456,4,680,700,760
2769,2456,-1,550,625,680
2770,2456,2,450,465,500
2771,2456,3,550,580,650
2772,2456,4,680,700,765
2773,2456,-1,469,515,596
2774,2456,-1,350,390,450
2775,2460,-1,320,410,475
2776,2460,1,250,285,300
2777,2460,2,305,360,400
2778,2460,3,400,430,480
2779,2460,4,465,515,580
2780,2460,-1,380,440,500
2781,2460,3,400,430,480
2782,2460,4,500,520,580
2783,2460,-1,360,400,443
2784,2460,-1,280,320,375
2785,2460,2,299,320,364
2786,2463,-1,420,465,575
2787,2463,2,375,385,440
2788,2463,3,433,475,544
2789,2463,4,550,600,650
2790,2463,-1,420,475,579
2791,2463,3,443,480,544
2792,2463,4,550,600,650
2793,2464,-1,450,520,600
2794,2464,1,319,350,353
2795,2464,2,390,470,505
2796,2464,3,520,555,615
2797,2464,4,640,650,730
2798,2464,-1,510,565,650
2799,2464,3,524,560,600
2800,2464,-1,344,415,475
2801,2464,2,365,450,475
2802,2466,-1,400,450,490
2803,2466,-1,450,480,500
2804,2469,-1,300,400,590
2805,2469,-1,328,400,620
2806,2470,-1,380,430,500
2807,2470,2,323,355,380
2808,2470,3,420,450,480
2809,2470,4,475,500,570
2810,2470,-1,420,450,500
2811,2470,2,345,380,401
2812,2470,3,420,450,480
2813,2470,4,470,500,560
2814,2470,-1,300,325,380
2815,2470,2,300,330,380
2816,2473,-1,400,510,558
2817,2473,2,400,415,495
2818,2473,3,544,570,613
2819,2473,-1,480,550,600
2820,2473,-1,328,400,515
2821,2474,-1,350,425,478
2822,2474,3,369,450,478
2823,2474,-1,398,450,480
2824,2474,3,386,450,483
2825,2477,-1,505,595,650
2826,2477,2,450,470,495
2827,2477,3,550,595,630
2828,2477,4,630,750,820
2829,2477,-1,550,600,710
2830,2477,3,550,595,630
2831,2477,4,630,750,820
2832,2477,-1,450,495,574
2833,2478,-1,500,650,750
2834,2478,1,335,375,465
2835,2478,2,460,500,580
2836,2478,3,600,680,750
2837,2478,4,720,780,850
2838,2478,-1,650,730,800
2839,2478,2,488,620,700
2840,2478,3,650,700,750
2841,2478,4,730,780,850
2842,2478,-1,340,495,595
2843,2478,-1,550,600,710
2844,2478,2,520,560,625
2845,2478,3,580,600,680
2846,2478,-1,450,500,580
2847,2478,2,450,495,543
2848,2478,3,575,650,700
2849,2479,-1,650,770,988
2850,2479,1,431,573,600
2851,2479,3,690,895,973
2852,2479,-1,665,850,990
2853,2479,3,690,895,973
2854,2480,-1,370,465,550
2855,2480,1,220,290,355
2856,2480,2,350,380,410
2857,2480,3,460,500,570
2858,2480,4,550,600,750
2859,2480,-1,460,525,600
2860,2480,2,358,400,448
2861,2480,3,483,525,590
2862,2480,4,550,620,750
2863,2480,-1,330,370,395
2864,2480,1,196,305,350
2865,2480,2,340,370,390
2866,2480,3,375,425,453
2867,2481,-1,720,890,1200
2868,2481,1,420,550,625
2869,2481,2,700,750,850
2870,2481,3,850,950,1050
2871,2481,4,1200,1400,2045
2872,2481,-1,750,950,1300
2873,2481,1,455,550,590
2874,2481,2,690,738,793
2875,2481,3,850,950,1050
2876,2481,4,1200,1400,2060
2877,2481,-1,824,900,1038
2878,2481,3,850,925,1063
2879,2481,-1,606,735,869
2880,2481,1,450,560,650
2881,2481,2,713,798,850
2882,2482,-1,478,635,800
2883,2482,1,370,400,498
2884,2482,3,650,700,788
2885,2482,4,840,880,1163
2886,2482,-1,600,750,825
2887,2482,3,650,700,800
2888,2482,4,840,880,1163
2889,2483,-1,550,690,800
2890,2483,1,400,463,494
2891,2483,2,550,550,640
2892,2483,3,693,750,800
2893,2483,4,800,883,900
