,Unnamed: 0.1,Unnamed: 0,Origin,Destination,TravelTime
204,,,2282,2000,6401.479
205,,,2304,2000,6814.054
206,,,2162,2000,1967.791
207,,,2257,2000,4603.554
208,,,2251,2000,4511.454
209,,,2620,2000,10778.193
210,,,2519,2000,4750.489
211,,,2171,2000,2887.524
212,,,2527,2000,5461.738
213,,,2557,2000,3181.281
214,,,2199,2000,1899.999
215,,,2292,2000,6899.234
216,,,2179,2000,3061.099
217,,,2525,2000,5148.499
218,,,2145,2000,1819.262
219,,,2296,2000,6740.034
220,,,2765,2000,2776.107
221,,,2294,2000,6944.885
222,,,2142,2000,1454.305
223,,,2576,2000,6087.608
224,,,2534,2000,6874.171
225,,,2160,2000,1630.123
226,,,2197,2000,2055.62
227,,,2305,2000,6777.028
228,,,2529,2000,5588.222
229,,,2289,2000,6827.65
230,,,2518,2000,4685.566
231,,,2762,2000,2575.289
232,,,2200,2000,2081.894
233,,,2144,2000,1554.954
234,,,2213,2000,2298.963
235,,,2152,2000,1907.129
236,,,2478,2000,26997.693
237,,,2198,2000,2205.949
238,,,2484,2000,31218.928
239,,,2218,2000,1985.236
240,,,2535,2000,6936.654
241,,,2116,2000,1597.015
242,,,2190,2000,1610.772
243,,,2768,2000,2196.336
244,,,2533,2000,6176.271
245,,,2195,2000,1611.709
246,,,2210,2000,1908.728
247,,,2489,2000,29160.119
248,,,2151,2000,1864.706
249,,,2486,2000,30604.201
250,,,2211,2000,2108.622
251,,,2303,2000,6710.499
252,,,2117,2000,1755.74
253,,,2500,2000,4537.286
254,,,2482,2000,29351.586
255,,,2212,2000,2166.766
256,,,2150,2000,1735.849
257,,,2115,2000,1513.765
258,,,2260,2000,4350.577
259,,,2155,2000,2219.825
260,,,2153,2000,2053.469
261,,,2196,2000,1834.27
262,,,2118,2000,1660.712
263,,,2769,2000,2506.739
264,,,2222,2000,1986.04
265,,,2300,2000,6962.641
266,,,2223,2000,2219.5
267,,,2293,2000,6865.676
268,,,2154,2000,2079.373
269,,,2485,2000,30393.873
270,,,2120,2000,1793.981
271,,,2136,2000,1325.21
272,,,2125,2000,1774.743
273,,,2483,2000,28880.176
274,,,2192,2000,1577.473
275,,,2209,2000,1757.453
276,,,2226,2000,2657.121
277,,,2517,2000,4452.929
278,,,2508,2000,3832.08
279,,,2194,2000,1370.261
280,,,2141,2000,1517.227
281,,,2228,2000,2316.531
282,,,2077,2000,2308.542
283,,,2221,2000,2029.848
284,,,2208,2000,1918.504
285,,,2122,2000,1634.609
286,,,2220,2000,1934.61
287,,,2234,2000,2513.645
288,,,2488,2000,29610.66
289,,,2291,2000,6999.025
290,,,2207,2000,1606.197
291,,,2233,2000,3250.696
292,,,2131,2000,943.681
293,,,2140,2000,1379.628
294,,,2112,2000,1422.458
295,,,2216,2000,1548.922
296,,,2114,2000,1575.2
297,,,2232,2000,2657.068
298,,,2121,2000,1579.885
299,,,2203,2000,1136.458
300,,,2076,2000,1927.357
301,,,2487,2000,29843.213
302,,,2206,2000,1334.739
303,,,2229,2000,2430.495
304,,,2133,2000,1189.779
305,,,2219,2000,1873.042
306,,,2515,2000,3920.461
307,,,2193,2000,1207.899
308,,,2126,2000,1885.434
309,,,2227,2000,2518.725
310,,,2217,2000,1724.202
311,,,2135,2000,1284.61
312,,,2204,2000,1141.925
313,,,2479,2000,27890.92
314,,,2224,2000,2159.508
315,,,2074,2000,1831.75
316,,,2066,2000,1090.763
317,,,2119,2000,1582.674
318,,,2111,2000,1247.426
319,,,2481,2000,28674.752
320,,,2062,2000,674.728
321,,,2049,2000,939.8
322,,,2075,2000,1717.521
323,,,2073,2000,1798.979
324,,,2064,2000,1059.56
325,,,2113,2000,1244.916
326,,,2127,2000,1250.95
327,,,2047,2000,859.252
328,,,2101,2000,2446.597
329,,,2134,2000,1274.085
330,,,2205,2000,1757.954
331,,,2072,2000,1508.315
332,,,2230,2000,3659.993
333,,,2137,2000,1299.025
334,,,2087,2000,1423.644
335,,,2086,2000,1588.149
336,,,2071,2000,1514.06
337,,,2130,2000,980.41
338,,,2100,2000,1746.313
339,,,2138,2000,1332.81
340,,,2070,2000,1407.979
341,,,2067,2000,1342.084
342,,,2068,2000,958.174
343,,,2099,2000,1853.405
344,,,2097,2000,2060.234
345,,,2093,2000,1323.549
346,,,2048,2000,794.9
347,,,2020,2000,2016.608
348,,,2090,2000,693.009
349,,,2030,2000,1588.935
350,,,2103,2000,2574.396
351,,,2050,2000,852.552
352,,,2036,2000,1617.793
353,,,2015,2000,1150.801
354,,,2094,2000,1368.768
355,,,2018,2000,1301.955
356,,,2065,2000,922.049
357,,,2038,2000,664.849
358,,,2107,2000,3122.922
359,,,2102,2000,2483.76
360,,,2043,2000,951.358
361,,,2041,2000,777.567
362,,,2034,2000,1291.515
363,,,2010,2000,544.978
364,,,2011,2000,508.315
365,,,2031,2000,1277.714
366,,,2089,2000,519.815
367,,,2835,2055,31706.809
368,,,2880,2055,52116.633
369,,,2666,2055,16802.43
370,,,2794,2055,14408.873
371,,,2400,2055,27929.568
372,,,2370,2055,25406.629
373,,,2594,2055,13628.973
374,,,2590,2055,15804.562
375,,,2365,2055,22479.098
376,,,2700,2055,21923.838
377,,,2871,2055,19249.156
378,,,2360,2055,27497.992
379,,,2710,2055,28814.932
380,,,2646,2055,23748.709
381,,,2372,2055,30613.27
382,,,2870,2055,17947.971
383,,,2663,2055,16281.192
384,,,2705,2055,23007.986
385,,,2671,2055,20236.777
386,,,2720,2055,17501.895
387,,,2787,2055,18816.486
388,,,2821,2055,21083.125
389,,,2790,2055,9708.036
390,,,2333,2055,11595.847
391,,,2820,2055,16574.326
392,,,2340,2055,16942.84
393,,,2641,2055,19900.975
394,,,2680,2055,24720.502
395,,,2350,2055,21623.074
396,,,2460,2055,24250.385
397,,,2440,2055,19367.391
398,,,2640,2055,19745.426
399,,,2830,2055,18547.643
400,,,2770,2055,2073.804
401,,,2380,2055,17515.947
402,,,2795,2055,14352.963
403,,,2390,2055,20868.395
404,,,2650,2055,17084.768
405,,,2580,2055,7679.38
406,,,2474,2055,30015.346
407,,,2430,2055,11965.707
408,,,2470,2055,29542.066
409,,,2731,2055,32736.035
410,,,2337,2055,12047.962
411,,,2326,2055,5956.961
412,,,2431,2055,16892.723
413,,,2463,2055,25617.266
414,,,2564,2055,2464.051
415,,,2325,2055,6580.295
416,,,2800,2055,12678.322
417,,,2427,2055,13687.815
418,,,2327,2055,5731.234
419,,,2480,2055,29168.162
420,,,2850,2055,12541.614
421,,,2446,2055,17934.604
422,,,2420,2055,10288.611
423,,,2335,2055,6695.924
424,,,2455,2055,19158.4
425,,,2785,2055,7376.988
426,,,2750,2055,2405.413
427,,,2540,2055,7201.119
428,,,2262,2055,4035.711
429,,,2747,2055,2192.199
430,,,2630,2055,15054.471
431,,,2560,2055,4091.947
432,,,2168,2055,2379.22
433,,,2541,2055,9375.782
434,,,2443,2055,13108.134
435,,,2447,2055,19166.926
436,,,2324,2055,9293.142
437,,,2263,2055,4740.895
438,,,2448,2055,18439.664
439,,,2760,2055,2145.333
440,,,2320,2055,6273.017
441,,,2550,2055,19741.494
442,,,2546,2055,16081.506
443,,,2264,2055,4677.286
444,,,2330,2055,8715.147
445,,,2566,2055,2519.285
446,,,2166,2055,1835.263
447,,,2752,2055,3442.32
448,,,2558,2055,2685.357
449,,,2265,2055,5701.074
450,,,2573,2055,4326.387
451,,,2779,2055,3733.669
452,,,2283,2055,5103.125
453,,,2321,2055,6983.403
454,,,2323,2055,6153.343
455,,,2322,2055,5888.484
456,,,2258,2055,3510.406
457,,,2259,2055,4306.944
458,,,2539,2055,11606.064
459,,,2777,2055,3097.56
460,,,2767,2055,1789.146
461,,,2317,2055,8143.206
462,,,2319,2055,7918.492
463,,,2749,2055,3098.135
464,,,2536,2055,13608.024
465,,,2753,2055,3693.971
466,,,2754,2055,3111.874
467,,,2782,2055,4390.391
468,,,2579,2055,6758.641
469,,,2766,2055,1715.196
470,,,2780,2055,6501.297
471,,,2537,2055,15035.454
472,,,2444,2055,14363.875
473,,,2761,2055,1771.178
474,,,2148,2055,1550.538
475,,,2756,2055,4354.597
476,,,2549,2055,20427.006
477,,,2428,2055,11787.746
478,,,2147,2055,1483.798
479,,,2505,2055,5151.621
480,,,2445,2055,13991.044
481,,,2577,2055,5741.381
482,,,2318,2055,6993.78
483,,,2571,2055,5602.242
484,,,2502,2055,4795.91
485,,,2582,2055,11251.251
486,,,2163,2055,1627.32
487,,,2464,2055,24794.627
488,,,2165,2055,1696.781
489,,,2759,2055,2116.323
490,,,2506,2055,4659.386
491,,,2299,2055,5868.236
492,,,2250,2055,3762.185
493,,,2256,2055,3500.341
494,,,2164,2055,1986.501
495,,,2473,2055,25281.672
496,,,2170,2055,2097.509
497,,,2261,2055,4615.408
498,,,2745,2055,2640.907
499,,,2575,2055,6045.315
500,,,2526,2055,5030.083
501,,,2284,2055,5576.144
502,,,2452,2055,19300.832
503,,,2177,2055,2103.571
504,,,2281,2055,5151.531
505,,,2161,2055,1421.125
506,,,2307,2055,6079.382
507,,,2456,2055,21738.918
508,,,2454,2055,20124.139
509,,,2567,2055,2888.851
510,,,2285,2055,5611.733
511,,,2763,2055,1725.088
512,,,2528,2055,5187.088
513,,,2287,2055,5890.809
514,,,2146,2055,1353.053
515,,,2450,2055,23745.492
516,,,2315,2055,8728.281
517,,,2477,2055,26799.15
518,,,2280,2055,5705.28
519,,,2173,2055,9908.282
520,,,2298,2055,5987.166
521,,,2570,2055,4793.221
522,,,2176,2055,1992.236
523,,,2565,2055,2278.062
524,,,2143,2055,1425.792
525,,,2548,2055,20539.461
526,,,2530,2055,5005.694
527,,,2295,2055,6659.339
528,,,2290,2055,6009.123
529,,,2774,2055,2880.86
530,,,2167,2055,2418.323
531,,,2282,2055,5832.656
532,,,2304,2055,6202.583
533,,,2162,2055,1511.426
534,,,2257,2055,4037.062
535,,,2251,2055,3945.858
536,,,2620,2055,10420.171
537,,,2519,2055,4403.755
538,,,2171,2055,2460.775
539,,,2527,2055,5180.388
540,,,2557,2055,2762.842
541,,,2199,2055,1415.141
542,,,2292,2055,6289.96
543,,,2179,2055,2636.869
544,,,2525,2055,4868.62
545,,,2145,2055,1128.198
546,,,2296,2055,6122.084
547,,,2765,2055,2168.94
548,,,2294,2055,6371.978
549,,,2142,2055,1027.026
550,,,2576,2055,5725.888
551,,,2534,2055,6587.269
552,,,2160,2055,1195.597
553,,,2197,2055,1570.254
554,,,2305,2055,6203.582
555,,,2529,2055,5306.355
556,,,2289,2055,6293.649
557,,,2518,2055,4404.151
558,,,2762,2055,1958.987
559,,,2200,2055,1598.629
560,,,2144,2055,1174.34
561,,,2213,2055,1936.107
562,,,2152,2055,1068.784
563,,,2478,2055,26391.574
564,,,2198,2055,1715.633
565,,,2484,2055,30605.352
566,,,2218,2055,1787.371
567,,,2535,2055,6670.505
568,,,2116,2055,715.841
569,,,2190,2055,1135.058
570,,,2768,2055,1536.942
571,,,2533,2055,5897.889
572,,,2195,2055,1180.4
573,,,2210,2055,1526.188
574,,,2489,2055,28540.207
575,,,2151,2055,952.532
576,,,2486,2055,29974.521
577,,,2211,2055,1708.976
578,,,2303,2055,6089.338
579,,,2117,2055,747.53
580,,,2500,2055,4257.444
581,,,2482,2055,28726.314
582,,,2212,2055,1813.915
583,,,2150,2055,1052.15
584,,,2115,2055,585.843
585,,,2260,2055,3784.775
586,,,2155,2055,1557.495
587,,,2153,2055,1374.865
588,,,2196,2055,1371.0
589,,,2118,2055,770.655
590,,,2769,2055,1875.656
591,,,2222,2055,1590.322
592,,,2300,2055,6352.349
593,,,2223,2055,1822.774
594,,,2293,2055,6255.376
595,,,2154,2055,1390.28
596,,,2485,2055,29764.004
597,,,2120,2055,906.725
598,,,2136,2055,1046.237
599,,,2125,2055,1057.096
600,,,2483,2055,28271.166
601,,,2192,2055,1320.479
602,,,2209,2055,1377.394
603,,,2226,2055,2515.627
604,,,2517,2055,4174.606
605,,,2508,2055,3554.363
606,,,2194,2055,1416.964
607,,,2141,2055,977.335
608,,,2228,2055,2206.859
609,,,2077,2055,1597.586
610,,,2221,2055,1850.233
611,,,2208,2055,1729.856
612,,,2122,2055,181.922
613,,,2220,2055,1629.877
614,,,2234,2055,2093.474
615,,,2488,2055,28988.805
616,,,2291,2055,6420.897
617,,,2207,2055,1599.568
618,,,2233,2055,2922.692
619,,,2131,2055,1074.602
620,,,2140,2055,834.588
621,,,2112,2055,150.576
622,,,2216,2055,1892.725
623,,,2114,2055,396.086
624,,,2232,2055,2544.403
625,,,2121,2055,524.798
626,,,2203,2055,1278.124
627,,,2076,2055,1072.785
628,,,2487,2055,29214.754
629,,,2206,2055,1671.706
630,,,2229,2055,2458.023
631,,,2133,2055,1141.011
632,,,2219,2055,2053.35
633,,,2515,2055,3633.459
634,,,2193,2055,1476.66
635,,,2126,2055,1095.594
636,,,2227,2055,2396.701
637,,,2217,2055,2083.737
638,,,2135,2055,903.425
639,,,2204,2055,1513.32
640,,,2479,2055,27280.49
641,,,2224,2055,2041.902
642,,,2074,2055,1145.295
643,,,2066,2055,760.608
644,,,2119,2055,698.372
645,,,2111,2055,432.199
646,,,2046,2055,1091.631
647,,,2481,2055,28048.941
648,,,2062,2055,1310.16
649,,,2049,2055,1125.731
650,,,2075,2055,1021.049
651,,,2073,2055,1106.655
652,,,2064,2055,1050.708
653,,,2113,2055,413.783
654,,,2127,2055,680.629
655,,,2044,2055,1619.997
656,,,2047,2055,895.683
657,,,2101,2055,1863.161
658,,,2134,2055,1002.224
659,,,2205,2055,1826.939
660,,,2072,2055,776.569
661,,,2230,2055,3594.249
662,,,2137,2055,667.613
663,,,2087,2055,1403.703
664,,,2086,2055,1577.684
665,,,2071,2055,1097.488
666,,,2040,2055,1395.959
667,,,2130,2055,1109.839
668,,,2100,2055,1695.192
669,,,2016,2055,1646.871
670,,,2042,2055,1525.494
671,,,2138,2055,438.049
672,,,2032,2055,2080.745
673,,,2019,2055,1951.443
674,,,2035,2055,2217.778
675,,,2070,2055,898.122
676,,,2067,2055,1005.51
677,,,2068,2055,1170.038
678,,,2037,2055,1405.991
679,,,2033,2055,2225.406
680,,,2099,2055,1862.388
681,,,2097,2055,2172.508
682,,,2093,2055,1909.7
683,,,2048,2055,1269.917
684,,,2020,2055,2300.988
685,,,2090,2055,1364.842
686,,,2030,2055,2588.804
687,,,2103,2055,2031.8
688,,,2050,2055,1496.616
689,,,2036,2055,2283.689
690,,,2015,2055,1488.995
691,,,2094,2055,1947.903
692,,,2018,2055,1658.099
693,,,2065,2055,1149.714
694,,,2038,2055,1351.596
695,,,2107,2055,2600.515
696,,,2102,2055,1835.715
697,,,2043,2055,1674.93
698,,,2041,2055,1214.564
699,,,2034,2055,2255.654
700,,,2010,2055,1665.284
701,,,2011,2055,1430.312
702,,,2031,2055,2248.048
703,,,2089,2055,1322.176
704,,,2835,2033,32049.109
705,,,2880,2033,52487.238
706,,,2666,2033,16595.588
707,,,2794,2033,14872.456
708,,,2400,2033,29161.33
709,,,2370,2033,26670.045
710,,,2594,2033,13415.999
711,,,2590,2033,15596.35
712,,,2365,2033,23723.496
713,,,2700,2033,21749.881
714,,,2871,2033,19696.367
715,,,2360,2033,28727.066
716,,,2710,2033,28686.193
717,,,2646,2033,23565.137
718,,,2372,2033,31854.627
719,,,2870,2033,18431.381
720,,,2663,2033,16080.877
721,,,2705,2033,22823.891
722,,,2671,2033,20048.041
723,,,2720,2033,17256.945
724,,,2787,2033,19538.41
725,,,2821,2033,21463.6
726,,,2790,2033,10830.188
727,,,2333,2033,12847.457
728,,,2820,2033,17086.346
729,,,2340,2033,18203.086
730,,,2641,2033,19714.791
731,,,2680,2033,24523.473
732,,,2350,2033,22879.49
733,,,2460,2033,25506.223
734,,,2440,2033,20646.244
735,,,2640,2033,19555.705
736,,,2830,2033,19015.137
737,,,2770,2033,3006.808
738,,,2380,2033,18786.945
739,,,2795,2033,15250.088
740,,,2390,2033,22127.225
741,,,2650,2033,16878.441
742,,,2580,2033,7475.594
743,,,2474,2033,31239.822
744,,,2430,2033,13213.46
745,,,2470,2033,30764.807
746,,,2731,2033,32556.219
747,,,2337,2033,13296.064
748,,,2326,2033,7199.545
749,,,2431,2033,18171.492
750,,,2463,2033,26872.736
751,,,2564,2033,2219.848
752,,,2325,2033,7818.663
753,,,2800,2033,13105.138
754,,,2427,2033,14932.701
755,,,2327,2033,6968.236
756,,,2480,2033,30400.857
757,,,2850,2033,12969.561
758,,,2446,2033,19215.846
759,,,2420,2033,11577.701
760,,,2335,2033,7944.701
761,,,2455,2033,20432.35
762,,,2785,2033,8245.185
763,,,2750,2033,3330.055
764,,,2540,2033,6892.583
765,,,2262,2033,5268.217
766,,,2747,2033,3114.423
767,,,2630,2033,14851.002
768,,,2560,2033,3832.349
769,,,2168,2033,2300.574
770,,,2541,2033,9049.191
771,,,2443,2033,14356.884
772,,,2447,2033,20445.512
773,,,2324,2033,10543.536
774,,,2263,2033,5973.45
775,,,2448,2033,19725.109
776,,,2760,2033,3067.999
777,,,2320,2033,7515.843
778,,,2550,2033,19412.803
779,,,2546,2033,15730.57
780,,,2264,2033,5910.858
781,,,2330,2033,9963.605
782,,,2566,2033,2290.913
783,,,2166,2033,2165.17
784,,,2752,2033,3965.519
785,,,2558,2033,2461.825
786,,,2265,2033,6937.232
787,,,2573,2033,4067.961
788,,,2779,2033,4654.525
789,,,2283,2033,6338.391
790,,,2321,2033,8225.312
791,,,2323,2033,7395.453
792,,,2322,2033,7128.237
793,,,2258,2033,4750.819
794,,,2259,2033,5539.324
795,,,2539,2033,11276.38
796,,,2777,2033,4021.515
797,,,2767,2033,2731.548
798,,,2317,2033,9397.347
799,,,2319,2033,9167.35
800,,,2749,2033,3911.751
801,,,2536,2033,13285.095
802,,,2753,2033,4844.889
803,,,2754,2033,4272.23
804,,,2782,2033,5295.227
805,,,2579,2033,6544.311
806,,,2766,2033,2652.444
807,,,2780,2033,7371.124
808,,,2537,2033,14688.969
809,,,2444,2033,15615.527
810,,,2761,2033,2969.676
811,,,2148,2033,2490.448
812,,,2756,2033,5582.293
813,,,2549,2033,20099.805
814,,,2428,2033,13037.646
815,,,2147,2033,2878.855
816,,,2505,2033,4829.219
817,,,2445,2033,15240.375
818,,,2577,2033,5514.489
819,,,2318,2033,8231.26
820,,,2571,2033,5367.482
821,,,2502,2033,4468.79
822,,,2582,2033,11037.732
823,,,2163,2033,2059.679
824,,,2464,2033,26050.617
825,,,2165,2033,2348.637
826,,,2759,2033,2891.213
827,,,2506,2033,4329.481
828,,,2299,2033,7111.679
829,,,2250,2033,5006.825
830,,,2256,2033,4747.566
831,,,2164,2033,2502.333
832,,,2473,2033,26547.727
833,,,2170,2033,1874.591
834,,,2261,2033,5855.952
835,,,2745,2033,3169.684
836,,,2575,2033,5823.663
837,,,2526,2033,4706.503
838,,,2284,2033,6814.655
839,,,2452,2033,20583.588
840,,,2177,2033,2426.594
841,,,2281,2033,6388.708
842,,,2161,2033,2363.559
843,,,2307,2033,7316.808
844,,,2456,2033,22973.27
845,,,2454,2033,21392.367
846,,,2567,2033,2650.727
847,,,2285,2033,6842.88
848,,,2763,2033,3126.306
849,,,2528,2033,4863.444
850,,,2287,2033,7129.53
851,,,2146,2033,2570.146
852,,,2450,2033,25011.207
853,,,2315,2033,9982.951
854,,,2477,2033,28048.24
855,,,2280,2033,6944.107
856,,,2173,2033,9697.859
857,,,2298,2033,7231.412
858,,,2570,2033,4550.434
859,,,2176,2033,2515.833
860,,,2565,2033,2014.484
861,,,2143,2033,2019.647
862,,,2548,2033,20207.529
863,,,2530,2033,4683.155
864,,,2295,2033,7904.86
865,,,2290,2033,7245.499
866,,,2774,2033,3804.321
867,,,2167,2033,2173.568
868,,,2282,2033,7075.172
869,,,2304,2033,7448.37
870,,,2162,2033,2072.32
871,,,2257,2033,5274.57
872,,,2251,2033,5168.011
873,,,2620,2033,10218.777
874,,,2519,2033,4148.199
875,,,2171,2033,2246.553
876,,,2527,2033,4860.641
877,,,2557,2033,2524.89
878,,,2199,2033,1751.882
879,,,2292,2033,7536.752
880,,,2179,2033,2385.269
881,,,2525,2033,4540.191
882,,,2145,2033,2330.139
883,,,2296,2033,7373.736
884,,,2765,2033,3468.639
885,,,2294,2033,7592.404
886,,,2142,2033,1969.135
887,,,2576,2033,5499.974
888,,,2534,2033,6270.277
889,,,2160,2033,2135.95
890,,,2197,2033,1891.937
891,,,2305,2033,7445.628
892,,,2529,2033,4988.104
893,,,2289,2033,7498.836
894,,,2518,2033,4069.848
895,,,2762,2033,3223.391
896,,,2200,2033,1691.853
897,,,2144,2033,2066.269
898,,,2213,2033,1677.638
899,,,2152,2033,2362.02
900,,,2478,2033,27640.264
901,,,2198,2033,1836.315
902,,,2484,2033,31837.447
903,,,2218,2033,1306.829
904,,,2535,2033,6364.903
905,,,2116,2033,2115.259
906,,,2190,2033,1602.91
907,,,2768,2033,2961.929
908,,,2533,2033,5577.862
909,,,2195,2033,1322.498
910,,,2210,2033,1253.311
911,,,2489,2033,29770.566
912,,,2151,2033,2390.472
913,,,2486,2033,31200.994
914,,,2211,2033,1485.372
915,,,2303,2033,7341.739
916,,,2117,2033,2233.661
