,Unnamed: 0.1,Unnamed: 0,Origin,Destination,TravelTime
917,,,2500,2033,3914.903
918,,,2482,2033,29958.688
919,,,2212,2033,1549.869
920,,,2150,2033,2228.943
921,,,2115,2033,1988.601
922,,,2260,2033,5008.976
923,,,2155,2033,2959.052
924,,,2153,2033,2822.633
925,,,2196,2033,1319.28
926,,,2118,2033,2482.681
927,,,2769,2033,3336.393
928,,,2222,2033,1324.545
929,,,2300,2033,7609.103
930,,,2223,2033,1563.732
931,,,2293,2033,7504.197
932,,,2154,2033,2879.334
933,,,2485,2033,30981.896
934,,,2120,2033,2583.059
935,,,2136,2033,1798.53
936,,,2125,2033,2582.601
937,,,2483,2033,29503.646
938,,,2192,2033,1351.13
939,,,2209,2033,1167.587
940,,,2226,2033,2001.863
941,,,2517,2033,3832.997
942,,,2508,2033,3214.338
943,,,2194,2033,1386.572
944,,,2141,2033,1805.75
945,,,2228,2033,1611.014
946,,,2077,2033,3034.876
947,,,2221,2033,1351.626
948,,,2208,2033,1208.083
949,,,2122,2033,2337.525
950,,,2220,2033,1315.799
951,,,2234,2033,1890.011
952,,,2488,2033,30217.717
953,,,2291,2033,7627.275
954,,,2207,2033,1117.493
955,,,2233,2033,2614.411
956,,,2131,2033,1421.662
957,,,2140,2033,1897.276
958,,,2112,2033,2192.066
959,,,2216,2033,856.143
960,,,2114,2033,2226.408
961,,,2232,2033,1994.766
962,,,2121,2033,2415.403
963,,,2203,2033,1409.429
964,,,2076,2033,2703.783
965,,,2487,2033,30433.039
966,,,2206,2033,1330.344
967,,,2229,2033,1716.052
968,,,2133,2033,1668.397
969,,,2219,2033,1161.367
970,,,2515,2033,3286.018
971,,,2193,2033,1405.832
972,,,2126,2033,2689.545
973,,,2227,2033,1851.194
974,,,2217,2033,1033.479
975,,,2135,2033,1829.382
976,,,2204,2033,1208.43
977,,,2479,2033,28519.422
978,,,2224,2033,1491.694
979,,,2074,2033,2623.064
980,,,2066,2033,2029.259
981,,,2119,2033,2414.564
982,,,2111,2033,2029.149
983,,,2481,2033,29294.477
984,,,2062,2033,1627.236
985,,,2049,2033,1203.556
986,,,2075,2033,2524.107
987,,,2073,2033,2590.533
988,,,2064,2033,1978.103
989,,,2113,2033,2128.464
990,,,2127,2033,1762.46
991,,,2047,2033,1693.078
992,,,2101,2033,3173.385
993,,,2134,2033,1760.283
994,,,2205,2033,1030.373
995,,,2072,2033,2332.066
996,,,2230,2033,3037.345
997,,,2137,2033,1799.485
998,,,2087,2033,2285.998
999,,,2086,2033,2416.508
1000,,,2071,2033,2353.458
1001,,,2130,2033,1396.61
1002,,,2100,2033,2512.156
1003,,,2138,2033,1799.732
1004,,,2070,2033,2293.83
1005,,,2067,2033,2240.34
1006,,,2068,2033,1877.225
1007,,,2099,2033,2625.898
1008,,,2097,2033,2810.261
1009,,,2093,2033,2154.48
1010,,,2048,2033,1155.764
1011,,,2020,2033,1336.312
1012,,,2090,2033,1657.133
1013,,,2030,2033,2046.673
1014,,,2103,2033,3291.132
1015,,,2050,2033,1246.453
1016,,,2036,2033,949.642
1017,,,2015,2033,555.153
1018,,,2094,2033,2193.63
1019,,,2018,2033,483.405
1020,,,2065,2033,1850.408
1021,,,2038,2033,1325.451
1022,,,2107,2033,3809.468
1023,,,2102,2033,3236.907
1024,,,2043,2033,869.547
1025,,,2041,2033,1630.911
1026,,,2034,2033,959.526
1027,,,2010,2033,844.81
1028,,,2011,2033,984.925
1029,,,2031,2033,987.172
1030,,,2089,2033,1507.998
